,Unnamed: 0,Unnamed: 0.1,POPESTIMATE2019,FIPS,beta,f
197,2549,2549,937166,47157.0,2.573626945254529e-07,0.040077962372098715
198,2553,2553,191283,47165.0,1.2923468694664606e-06,0.12305852591929209
199,2581,2581,2003554,48029.0,8.756300905501464e-08,0.04288628606758762
200,2623,2623,2635516,48113.0,9.70575403762409e-08,0.06064582696293167
201,2645,2645,811688,48157.0,2.599164000503889e-07,0.038652685427452135
202,2650,2650,342139,48167.0,6.59974959172818e-07,0.07598642888788519
203,2667,2667,4713325,48201.0,0.4997656108782089,1.0621748909762918e-05
204,2718,2718,310569,48303.0,7.671199251920323e-07,0.1620733202141811
205,2786,2786,2102515,48439.0,1.1638715175867493e-07,0.059012203162331245
206,2793,2793,1273954,48453.0,1.959088265497986e-07,0.05647929183292419
207,2839,2839,1160437,49035.0,-1.7387328832226178e-06,-0.19121974661007776
208,2855,2855,163774,50007.0,1.300170681955914e-06,0.1199998525108794
209,2873,2873,236842,51013.0,9.651040138864269e-07,0.06901399209849464
210,2895,2895,1147532,51059.0,2.1267772819489067e-07,0.06814956349815911
211,2909,2909,330818,51087.0,7.569978966142179e-07,0.24198778991399694
212,2939,2939,470335,51153.0,-4.350677585203263e-06,-0.41254289208683026
213,3003,3003,204390,53005.0,1.1575817782181795e-06,0.19507573825541966
214,3017,3017,2252782,53033.0,1.0347956677693221e-07,0.13425485251811586
215,3027,3027,904980,53053.0,2.4729666753998793e-07,0.06174876873536581
216,3031,3031,822083,53061.0,1.9326045813539122e-07,0.043845520775651375
217,3037,3037,229247,53073.0,8.8363479473976e-07,0.14881861718535644
218,3039,3039,250873,53077.0,9.521674568558892e-07,0.08112443014962205
219,3137,3137,945726,55079.0,2.79456156362979e-07,0.14159735113017818
