,POPESTIMATE2019,FIPS,beta,f,cost
726,49458,18029.0,7.410195566555466e-06,0.028872532950787566,1.9488449772017695
727,26559,18031.0,1.525047491645109e-05,0.04937829283247312,20.569328719454944
728,43475,18033.0,6.10546029469653e-06,0.03364349109673274,0.041471218686943416
729,114135,18035.0,2.963960434582286e-06,0.023881571304580046,0.904295476625405
730,42736,18037.0,8.118918279305418e-07,0.0003954054923387962,1.0659915243072545e-07
731,206341,18039.0,1.4080443469651505e-06,0.035188534037290414,2.9706263849984476
732,23102,18041.0,1.151998284011232e-05,0.04891382893421907,2.0683543592231852
733,78522,18043.0,3.6601931966162796e-06,0.02998806869737655,1.0801939101270357
734,16346,18045.0,1.8889189731217003e-05,0.04942420654447524,0.34394532492493457
735,22758,18047.0,1.2832619503639006e-05,0.040030511362193516,13.372243246758218
736,19974,18049.0,2.6952069221228354e-06,3.4961495991164826e-06,9.094496644699983e-12
737,33659,18051.0,6.078406944371136e-06,1.8664316851213503e-06,1.2177412549863945e-10
738,65769,18053.0,4.787099869406507e-06,0.015691506458440422,0.8050115656794075
739,31922,18055.0,1.3029524463543751e-05,0.033778031676608714,0.2100538002955648
740,338011,18057.0,1.075119655704794e-06,0.02343545615824476,63.84936991643449
741,78168,18059.0,4.062108112088182e-06,0.04994434210988555,4.07154107001939
742,40515,18061.0,6.421067603586684e-06,0.04540186843476771,0.3796239351814875
743,170311,18063.0,3.6971302859588796e-06,0.0001226734132590973,1.6902029618354322
744,47972,18065.0,5.5808934596833035e-06,0.0472098760446719,0.044198811804411806
745,82544,18067.0,2.735310117275939e-06,0.047633981759498914,1.643025628181382
746,36520,18069.0,7.766827355575865e-06,0.04999770575069429,0.37757663627846716
747,44231,18071.0,5.775575880016916e-07,0.0008851125730563597,4.381282558597695e-07
748,33562,18073.0,7.452392451915288e-06,0.04997458695449129,0.5686890567702371
749,20436,18075.0,2.870485080629176e-06,0.0001376652520648225,1.0067022472877714e-08
750,32308,18077.0,1.010835934871269e-05,1.35139943129442e-05,1.5897550948533815e-08
751,27735,18079.0,1.1299784890023313e-05,0.002281382687721281,0.026311232052611353
752,158167,18081.0,2.0990970060210626e-06,0.016971024339192745,33.25529212524178
753,36594,18083.0,2.4719242803808192e-06,3.793150174666304e-05,1.6540147811003743e-09
754,79456,18085.0,4.036843250568173e-06,0.026861124924857024,0.17022910827886445
755,39614,18087.0,7.242006823000581e-06,0.048012649866203336,0.20615715915474822
756,485493,18089.0,8.147018833762141e-07,0.015276021507282734,139.56738379062
757,109888,18091.0,2.46372191816781e-06,0.026012402339672565,1.185349594073514
758,45370,18093.0,8.190094972763189e-06,0.04999173867842496,14.209002319131429
759,129569,18095.0,2.976385110086646e-06,0.02525371108373722,40.01381865790353
760,964582,18097.0,3.6381594373468645e-07,0.028074098659206674,2818.1884563307685
761,46258,18099.0,8.322665123409792e-07,0.0008699905723041079,4.6930331817910995e-07
763,35516,18103.0,1.7105425155490444e-06,0.0003726653180577688,1.7212911306929802e-07
764,148431,18105.0,2.071859773331168e-06,0.03368399207289284,0.10859383586481323
765,38338,18107.0,6.452377862773913e-06,2.1567679862055655e-06,5.958473444052103e-10
766,70489,18109.0,1.6360955377564077e-05,8.854289170734386e-05,0.5033584826499786
767,13984,18111.0,1.9648594437872612e-05,0.04760666011142996,2.2133546373813324
768,47744,18113.0,4.843505695014904e-06,0.01383771677041884,0.11080806762494161
769,5875,18115.0,8.259961002125669e-06,0.00013381003038745454,1.4741501588905831e-08
770,19646,18117.0,1.7695835636373963e-05,0.048874306797221906,1.780743535301222
771,20799,18119.0,9.912313379612768e-06,0.048309499737447636,0.06162876718109426
775,170389,18127.0,2.02193278885004e-06,0.02256303363445979,0.2705834765718577
776,25427,18129.0,5.3165425176487805e-09,0.033724201713777824,0.0004024021567754231
778,37576,18133.0,8.284472667938146e-06,0.037340230627140474,1.1511311834183062
779,24665,18135.0,1.1670749093033219e-05,0.04891659523404325,0.34443128051065486
780,28324,18137.0,1.3149647104569096e-05,0.010377250180364776,2.3308705854013607
781,16581,18139.0,1.531804169581594e-05,0.0498132501210036,0.2851254186445218
782,271826,18141.0,9.521639596913612e-07,0.025797482626061942,0.42089385531074736
783,23873,18143.0,1.1441535628908802e-05,0.0479965814961838,1.0038120276614644
784,44729,18145.0,6.5576543085123835e-06,0.03720356552327221,0.5340665374257857
786,22995,18149.0,1.0862360566877512e-05,0.041235642647062684,0.05173685542269831
787,34594,18151.0,9.64835544001045e-06,0.034207508748193075,0.23230168257917605
788,20669,18153.0,2.2883471197042123e-06,0.000117007611019182,1.1030846320957157e-08
789,10751,18155.0,1.242039834909248e-05,7.5914476465044345e-06,1.6648913969845434e-10
790,195732,18157.0,1.3654651446703542e-06,0.026436005757911607,0.3898963975677725
791,15148,18159.0,1.91303821608512e-05,0.011620596572279263,0.03307669528202092
793,181451,18163.0,1.353672529769371e-06,0.025567701697320883,0.13008884906705637
794,15498,18165.0,8.30989244758084e-06,4.453178045454864e-05,2.9043683795864595e-09
795,107038,18167.0,2.905144958886752e-06,0.028688629958339647,1.2933366229665602
796,30996,18169.0,4.0343116766879467e-07,6.765867074885051e-05,1.745895960436333e-09
797,8265,18171.0,1.967376247225021e-05,0.0486896953846406,0.6260594230878543
798,62998,18173.0,5.022571272495493e-06,0.048609739040495675,0.540750476201442
799,28036,18175.0,4.213782260202373e-06,2.3500180795957282e-05,2.681511546413111e-09
800,65884,18177.0,3.5117827248559505e-06,0.04856706771125506,0.07286489937909663
801,28296,18179.0,5.879636119240557e-06,0.00012161809710251048,9.56378678919282e-07
802,24102,18181.0,1.1510413974426153e-05,6.077805428578165e-06,3.1049770414986865e-09
803,33964,18183.0,8.2869939626527e-06,0.04986293482712684,0.26818826509010435
805,7152,19001.0,8.553800007938558e-06,3.1269906034428474e-05,1.5221288506792258e-09
807,13687,19005.0,1.6470110557874277e-05,0.04816463274062513,0.24124656886205437
808,12426,19007.0,1.9989477766394004e-05,0.04835764613273684,0.3915345785091774
809,5496,19009.0,1.1569864774762747e-05,6.591939461374208e-05,2.9674188525931282e-09
810,25645,19011.0,1.000935250046383e-05,0.04985535167529648,0.1653154692440871
811,131228,19013.0,2.1433622910606393e-06,0.006231297650260308,0.05015257707199806
812,26234,19015.0,4.151881571157079e-06,5.9842251384743805e-05,6.3976931933326234e-09
814,21175,19019.0,2.4880517311936125e-06,1.3602385052630117e-06,1.6412300809680997e-12
816,14439,19023.0,7.650261003325347e-06,5.350015287414189e-05,5.923351689676381e-09
818,20165,19027.0,2.0548740059902764e-06,0.0005704957825931056,3.91582047567635e-07
820,18627,19031.0,7.977117452732824e-06,9.233543992936966e-05,6.276254728729611e-08
821,42450,19033.0,8.504177320624389e-07,0.00046829029466223526,1.606041734088129e-07
825,16016,19041.0,1.8618515845649193e-05,2.484089204168871e-05,2.896943880243912e-08
826,17549,19043.0,1.725938546982136e-05,0.02340338320886174,0.04162567342840286
827,46429,19045.0,5.833637921846223e-06,3.256525295329549e-05,1.0508604436488827e-07
828,16820,19047.0,1.89749749237426e-05,0.04898028747087166,0.13299849129522598
829,93453,19049.0,1.482431314273614e-06,1.729647857563743e-05,6.356522185624669e-09
833,38967,19057.0,3.6140809760134173e-06,8.178179313080014e-05,3.024157894464939e-08
834,17258,19059.0,5.084965810633662e-06,3.563313831052295e-05,1.7004619958955695e-09
835,97311,19061.0,2.298232984418017e-06,0.03461493428892196,0.4652634791106602
837,19650,19065.0,7.955321809994859e-08,0.0002133208757226085,1.9544136235385946e-08
843,10689,19077.0,3.4693546261265397e-06,0.00011606166933617046,6.3295348576381685e-09
845,10630,19081.0,9.604921558261254e-06,5.060260291019081e-05,6.774462897411727e-09
846,16846,19083.0,6.755476860009469e-06,0.00012230071161678513,3.309519564956693e-08
847,14049,19085.0,5.249102840513479e-06,0.00029557832080630286,2.319205109720737e-07
848,19954,19087.0,1.1298437712497938e-05,0.04970952066836762,0.15695116295986683
852,16184,19095.0,8.694816163444291e-07,0.001148024306937695,5.396919873075547e-07
853,19439,19097.0,3.941886397325475e-08,0.01166100890139086,4.032295674059493e-05
854,37185,19099.0,1.0523234511069418e-05,4.1727976706776304e-05,2.2638793203091536e-05
856,151140,19103.0,1.329925822552449e-06,0.03413331301977189,0.12672088984536958
857,20681,19105.0,8.37600326802817e-06,9.948176472950043e-05,4.515230715725729e-08
858,10246,19107.0,1.0385795442039115e-05,2.587822898418579e-05,1.1411868108217307e-09
859,14813,19109.0,3.2262940815388747e-06,0.0006240038024720868,3.5327340783937493e-07
861,226706,19113.0,2.132498312594956e-06,0.007792813979842491,57.55974225984846
865,16338,19121.0,1.9908449323951245e-05,0.0482788729848541,0.20230516502681462
866,22095,19123.0,9.802938430333132e-06,0.020720758198318787,0.029070688751484528
868,39369,19127.0,4.016771236160903e-07,0.0002902678700427569,3.5347337326699453e-08
870,10586,19131.0,7.502702859788966e-06,7.0222572944173e-05,3.4682475245933406e-09
871,8615,19133.0,5.025131778126165e-06,7.378857119974547e-06,3.644843283998847e-11
873,9917,19137.0,1.4094296937668973e-05,4.814616306011987e-06,8.830438836251509e-11
874,42664,19139.0,6.988465111530761e-06,0.021262759800205998,0.25631237196968526
877,15107,19145.0,1.4444198206669704e-05,1.132067256513769e-05,4.061986536791716e-09
881,490161,19153.0,6.601335378545485e-07,0.013865230276601935,5.628460927379119
882,93206,19155.0,2.519603116136918e-06,0.0056611611064137785,0.035227712461595194
883,18504,19157.0,1.2770741137921574e-05,0.047860773342522964,0.4334805845847866
886,172943,19163.0,1.8211614973533678e-06,0.025297176225266955,0.20464948371322034
887,11454,19165.0,9.476317164883812e-06,1.6259859382902753e-05,4.688858682383968e-10
888,34855,19167.0,3.4414901259207177e-06,0.00017131707213632885,1.3370925653716042e-07
889,97117,19169.0,5.3448290353326066e-08,0.002099870723644051,2.002963435317536e-06
890,16854,19171.0,1.8697396801901067e-05,0.04592194506912142,0.5992844704267146
891,6121,19173.0,8.90410975269102e-08,0.0001176842350359697,4.521169930880495e-09
893,7044,19177.0,2.7717477717188305e-06,9.601264855282898e-05,3.442094666821801e-09
894,34969,19179.0,8.240715482317167e-06,5.4726448515562964e-05,1.9970601209553076e-06
895,51466,19181.0,7.181217087396634e-07,0.0020131830078946172,2.732797359544717e-06
896,21965,19183.0,1.249884467806056e-05,0.04869044631500835,1.5439522892557187
898,35904,19187.0,8.568697948709427e-06,1.0501194903256295e-05,2.9943026754426465e-08
900,19991,19191.0,5.3087118962207525e-06,6.923348025192344e-05,2.252150206231519e-08
901,103107,19193.0,4.710125498513112e-09,0.023756444631760392,0.00023127631920778164
903,12562,19197.0,6.789922223566202e-06,7.984619500461809e-05,8.160765579394225e-09
907,16073,20005.0,5.139930530652626e-06,0.00011839653439339737,1.2783502976311065e-08
909,25779,20009.0,1.1620645713105991e-06,2.462402656153162e-05,2.417163387322828e-10
910,14534,20011.0,1.6082893531143772e-05,0.04900399345837737,0.1385693826219569
912,66911,20015.0,1.7482887022143677e-08,0.036175229949678395,0.0006778766232443942
914,3250,20019.0,1.1113078566819517e-05,0.00014196552392746475,8.68903043602585e-09
915,19939,20021.0,3.806902872358932e-09,0.015389766603759236,0.00010513937671023275
918,8002,20027.0,9.979320465600044e-06,0.00011788602494641753,1.6119953661643392e-08
920,8179,20031.0,1.945277102437971e-05,0.049844854240765735,8.982113972638071
923,38818,20037.0,6.760418147456581e-06,0.04817532300527002,0.4248101740045848
926,7600,20043.0,1.1464187988949393e-05,3.0693949667731646e-05,1.635066605704102e-09
927,122259,20045.0,6.963523931679516e-08,0.024410566673501045,0.00032037741873400504
932,36467,20055.0,8.46853116827394e-06,0.04368861061800454,0.05806384057845299
933,33619,20057.0,9.29590292583545e-07,0.0009633350332898943,7.585376350400537e-07
934,25544,20059.0,2.8685742912269667e-06,0.0002018500211605767,1.0109366751798578e-07
936,2636,20063.0,1.0592327525196542e-05,0.00017924555279895393,1.6023067236691527e-08
944,34429,20079.0,8.646601629129658e-06,9.027617387045994e-05,1.6808410287176944e-06
947,13171,20085.0,5.410668410376365e-06,0.0004743986665452504,3.262458025879835e-07
948,19043,20087.0,8.87933085022122e-06,1.4802838754476855e-05,1.943354830329886e-09
950,602401,20091.0,4.354504041009193e-07,0.037738113977658666,14.180852969796643
954,19618,20099.0,1.0168946501550657e-05,2.4129789242072208e-05,3.583315113473035e-09
956,81758,20103.0,3.029375804047666e-06,0.029763233337800697,0.15035812514008026
958,9703,20107.0,1.998549479268749e-06,6.516424770268425e-05,2.601486320135975e-09
960,33195,20111.0,1.1725699183393845e-05,0.0015587502703439948,0.024203617527376237
961,28542,20113.0,8.06326727774704e-06,9.4165555140871e-05,2.975097768952096e-07
965,34237,20121.0,5.033541033310537e-07,0.00033082006448922896,4.4478178005979166e-08
966,5979,20123.0,1.4128013823737755e-05,3.126599807840025e-05,1.8881303661288034e-09
967,31829,20125.0,1.1399974554680876e-05,0.04974364935610412,1.644325244822444
968,5620,20127.0,4.156941683418626e-07,9.369752403731724e-06,4.0398648634464964e-11
971,16007,20133.0,6.126332130026103e-06,4.1985228007884734e-05,3.5091494490529686e-09
974,15949,20139.0,9.889523465567848e-06,1.9708934283629853e-05,2.2070544462473557e-09
976,5704,20143.0,1.479370471641354e-05,1.4393781497729075e-05,2.60766923178244e-10
979,24383,20149.0,1.115748139832849e-06,0.0006065589214031414,2.1129689945295547e-07
980,9164,20151.0,1.722847089292835e-05,0.0001510248453740065,5.365362594738208e-08
982,61998,20155.0,1.244785313650921e-06,0.0002202366427851432,9.189911929752254e-08
985,74232,20161.0,1.3401004655647452e-06,0.0011861326742866468,4.610029037621946e-06
989,54224,20169.0,8.17326000273897e-06,0.02111873450079261,0.7635831636953287
991,516042,20173.0,6.246708218361046e-07,0.02054360348359091,1.0702302330207492
993,176875,20177.0,2.1950269304037334e-06,0.02673801025293505,4.924613716256375
997,4156,20185.0,1.0531947503301724e-05,8.716051465589014e-05,4.2072784241158025e-09
999,5485,20189.0,1.1512269695119702e-05,6.605870538185787e-05,3.226257708327988e-09
1000,22836,20191.0,1.1893032716598495e-05,0.04844101738234956,0.13115872504445686
1008,3138,20207.0,1.073508076398183e-05,5.5408867448619725e-05,1.959681046141521e-09
1009,165429,20209.0,1.9009065139595296e-06,0.04111080353101246,50.181541171390684
1012,21315,21003.0,7.923390077152405e-06,0.00012298307001812336,2.727164209072656e-07
1013,22747,21005.0,1.0097146713078452e-05,0.049472215619133536,0.5948888775515223
1015,44249,21009.0,2.7546355054919375e-06,0.00017496155974186522,4.6544001475533654e-08
1018,133581,21015.0,2.8942557846239466e-06,0.01500846674141344,0.7655251309491354
1019,19788,21017.0,9.48690402052098e-06,0.049688878893894894,0.5184102802050494
1020,46718,21019.0,7.672838551815395e-06,0.049976368013449124,1.3463194107324263
1021,30060,21021.0,5.693566975735951e-06,6.971906268915529e-05,3.122990865776502e-08
1022,8303,21023.0,6.328250220630749e-06,5.859932832748965e-05,2.3302521729625935e-09
1023,12630,21025.0,1.0011856573846239e-05,1.1614168357571009e-05,7.283474990934453e-10
1024,20477,21027.0,2.6013795470577107e-06,0.00023875263710713968,3.912342352780954e-08
1025,81676,21029.0,4.187970420300158e-06,0.038565646293344975,1.5994943106671515
1026,12879,21031.0,1.991384545434734e-05,0.04847113079323512,1.5590661617885673
1028,39001,21035.0,6.315232513918604e-06,0.026704544035046816,0.12837220146685052
1029,93584,21037.0,1.1407163125097885e-05,0.00020828749876326824,2.6819332388148815
1031,10631,21041.0,8.37238800043224e-06,1.4248100228680949e-06,2.521519794881461e-12
1034,70461,21047.0,3.68722166966029e-06,0.049887258887777564,0.7128336497834356
1035,36263,21049.0,3.1984198229358544e-06,7.761142528872611e-06,5.104206522518488e-10
1040,101511,21059.0,2.923527584283612e-06,0.024330214083536254,1.567686926054106
1041,12150,21061.0,5.018340775520824e-07,1.7939488752172217e-05,9.605593061305781e-11
1044,323152,21067.0,7.150659681008981e-07,0.03180546165304226,8.455491449325658
1046,35589,21071.0,1.3431333754020996e-06,0.0001525531681810799,1.4683458987580279e-08
1047,50991,21073.0,4.2054428118298924e-07,0.0005281276537523194,1.831370315617995e-07
1051,25069,21081.0,1.1530582385909207e-05,0.04987770326182596,0.4103337570128372
1052,37266,21083.0,1.242125177343258e-05,0.026036420512563163,0.09186637483920601
1053,26427,21085.0,1.611947900820045e-05,0.0016922281801628192,0.025610681124544364
1056,8722,21091.0,6.5682226883398756e-06,3.7702068636097374e-06,8.123301419971316e-12
1057,110958,21093.0,4.67675058984075e-08,0.021659510608164664,0.00020637095917564062
1059,18886,21097.0,5.468939793871118e-06,0.00030396350941511163,9.056734911898883e-07
1061,45210,21101.0,4.062728802909798e-06,4.127553922599059e-05,8.719681164382617e-08
1062,16126,21103.0,6.682404814202906e-07,9.880482174978722e-05,3.0784417159847844e-09
1064,44686,21107.0,1.0739642739570597e-05,0.018103689684564026,15.427030061006848
1066,766757,21111.0,3.7575910348855955e-07,0.028290051543006973,342.26993561039876
1067,54115,21113.0,1.4949971509041138e-06,0.00024068623056938687,1.0340241467351462e-07
1069,166998,21117.0,2.2543861601073146e-06,0.011092863447742678,14.791091457196725
1072,14398,21123.0,9.699201388291727e-06,6.974731935835421e-05,1.848600789735042e-08
1073,60813,21125.0,4.938852680167648e-06,0.043389006696238255,0.24481047311357895
1074,15317,21127.0,1.333392779905069e-05,4.091594198881582e-05,1.1295964088622715e-08
1078,13275,21135.0,2.5187978046601466e-06,8.014588161868452e-05,3.0739642272165596e-09
1081,27102,21141.0,4.256320791186178e-06,0.0002672298475178414,2.5904172830412124e-07
1082,8210,21143.0,1.9209662480861227e-05,0.04827832373667218,1.0732004536967128
1083,65418,21145.0,4.555329853216413e-06,0.038772815029335675,0.5113083608318882
1084,17231,21147.0,1.1012584886057439e-05,9.109203992462012e-05,1.5291956034713153e-07
1086,92987,21151.0,2.6818955223055385e-06,0.028639569119305062,0.18359470597105543
1088,19273,21155.0,6.342808578947417e-06,2.002285771840473e-05,7.060144171771663e-10
1089,31100,21157.0,2.9751252522214816e-06,0.00013156350709717102,1.8479399746555313e-08
1090,11195,21159.0,1.182069774161039e-05,7.425766406718437e-05,2.6880931151642352e-08
1091,17070,21161.0,6.313208017339707e-06,0.00012941396087050305,3.675912392727724e-08
1093,6489,21165.0,3.9906418735744545e-06,9.881500299180335e-06,5.4909435432698176e-11
1094,21933,21167.0,4.249560937077775e-06,0.00034536667720619363,1.9512138218094482e-07
1097,28157,21173.0,8.906035512238101e-09,0.012087625592645002,7.589193682910445e-05
1099,30622,21177.0,9.180278026230534e-06,0.04999798582881826,0.21337443276748863
1100,46233,21179.0,2.8228983831413176e-06,0.0008414357171969838,1.1126743653124148e-05
1101,7269,21181.0,3.2477167914403067e-06,4.023802345924643e-05,7.181665858011727e-10
1103,66799,21185.0,9.079334239765638e-09,0.0012181321566243684,6.091705991855455e-07
1109,12359,21197.0,3.830219507524637e-06,4.834040493968683e-05,1.1670914838967899e-09
1110,64979,21199.0,3.759586158222677e-06,0.04925528593082926,0.32907858272262014
1112,16695,21203.0,1.975264914422556e-06,0.00031627968049396937,4.143317771003063e-08
1114,17923,21207.0,1.9979492984698843e-05,0.03445710448889569,0.2558064299078315
1115,57004,21209.0,3.621120058554642e-06,2.0332999282057784e-05,4.8557106468146464e-08
1116,49024,21211.0,9.132460220543039e-06,0.010078940316461808,0.26052623053657387
1117,18572,21213.0,1.5326246599357625e-05,0.048874074643903254,0.40380004831281663
1118,19351,21215.0,2.3562318270136566e-08,0.0018904927566361683,1.5092513585077595e-06
1119,25769,21217.0,7.094195460451027e-06,2.464841680274721e-06,4.1303946575738624e-11
1123,14381,21225.0,1.1149224970389402e-05,0.00026572827677050215,5.055494363900454e-07
1124,132896,21227.0,5.72441090350728e-07,0.000945093595511648,1.8810667014682452e-06
1125,12095,21229.0,5.698046094499881e-06,1.842168723097115e-05,2.9921454569394314e-10
1126,20333,21231.0,2.319723785367323e-06,0.0006946601674987923,3.658675461181832e-07
1127,12942,21233.0,6.979005186918107e-06,8.032018754543235e-05,9.97355369231555e-09
1130,26734,21239.0,3.2467749047211863e-06,0.0008027531459850329,8.480047336133506e-07
1132,62045,22001.0,6.315176671429622e-06,0.015033566412501143,3.7906510315015773
1133,25627,22003.0,1.4278051334219591e-05,0.04274740470844356,10.875023352500534
1134,126604,22005.0,2.8367260033288536e-06,0.030231032309164255,77.0574005840482
1135,21891,22007.0,9.282440277313495e-06,0.04998492705720686,0.07585980426061073
1136,40144,22009.0,6.619626987769463e-06,0.04978070223581699,0.43087152796018846
1137,37497,22011.0,6.823881123738973e-06,0.043929122426646386,0.08929178113948126
1138,13241,22013.0,1.965862521683954e-05,0.047381526494212844,9.053245087226072
1139,127039,22015.0,2.482714397317515e-06,0.019581826806369673,8.95314751029826
1140,240204,22017.0,4.00614048324728e-06,0.00020401671737094174,134.10876395611695
1141,203436,22019.0,1.8026172875806437e-06,0.02905720584389419,14.036926086102776
1142,9918,22021.0,9.108058435846746e-06,1.0340184300183797e-05,9.855391203178923e-11
1144,9494,22025.0,1.950448150182255e-05,0.04788719589145227,0.5972447521447168
1145,15670,22027.0,1.9975907775421504e-05,0.025423889995083694,1.969390760096525
1146,19259,22029.0,1.9603818267684573e-05,0.048106899635940295,0.5717231816317655
1147,27463,22031.0,1.1583978794222846e-05,0.0499827333865175,8.928502939424474
1148,440059,22033.0,9.449184399442077e-07,0.02364183120289113,445.16818954111073
1149,6861,22035.0,5.9908876983634455e-06,3.201686464307518e-05,5.846936197944061e-10
1150,19135,22037.0,1.926156636089019e-05,0.049432874579585645,2.841423342524272
1151,33395,22039.0,5.460241308808681e-07,0.0008160674597696982,3.733606515233294e-07
1152,20015,22041.0,1.7679298598437657e-05,0.0421858879875901,0.29258494503553506
1153,22389,22043.0,4.9287267430334765e-06,5.6742924822633656e-05,1.0348271938625404e-08
1154,69830,22045.0,1.9101313023026057e-05,0.0001543089925475638,0.5530057989551569
1155,32511,22047.0,1.8548973605754214e-05,0.0023014447115819597,22.94676270544626
1156,15744,22049.0,9.916788698383442e-06,3.947913138778458e-05,1.1885856998275517e-08
1157,432493,22051.0,8.616873817994403e-07,0.025861701364014826,5719.960924325584
1158,31368,22053.0,1.1196328218531532e-05,0.04990763536232817,1.4596030149604233
1159,244390,22055.0,3.273872482294766e-06,0.00018657354349322502,18.72071827670388
1160,97614,22057.0,8.935353163734752e-06,0.0002694629673308524,4.7580976079655315
1161,14892,22059.0,5.348528803386123e-06,0.00016896106249160436,2.4859064552922427e-08
1162,46742,22061.0,6.629950968289074e-06,0.017659642208863725,0.12301683770351204
1163,140789,22063.0,2.2769985190113915e-06,0.029277479288271503,0.5632379445319611
1164,10951,22065.0,1.4975834464509215e-06,7.664354866425416e-05,2.6072287547403007e-09
1165,24874,22067.0,1.2946036804404316e-05,0.03724679179463243,0.4251382616276136
1166,38158,22069.0,7.96802068650186e-06,0.009678635409445607,0.03138818119420807
1167,390144,22071.0,1.2851742455857024e-05,0.0006601861342972054,2719.0258113363516
1168,153279,22073.0,2.4003537794484964e-06,0.03083867415525609,3.950587425395334
1169,23197,22075.0,1.3700986925435884e-05,0.04962903904710421,17.306480543360838
1170,21730,22077.0,1.7396344667582002e-05,0.04656172981714404,0.8395566738194157
1171,129648,22079.0,2.788156772516458e-06,0.01670511239213938,7.306396461760837
1172,8442,22081.0,1.9707912101255705e-05,0.0496157160060241,2.8041835511978346
1173,20122,22083.0,5.5277296105956235e-06,3.7272222405862476e-05,4.559993680822891e-09
1174,23884,22085.0,5.796071870313794e-07,0.00140066917763218,7.221262850444583e-07
1175,47244,22087.0,6.629102258395977e-06,0.026184791386807793,19.79109157295774
1176,53100,22089.0,1.5203312113513764e-05,0.0007768349031286176,6.86921617660817
1177,10132,22091.0,1.9687318974627825e-05,0.046975633870384254,0.1534648759576688
1178,21096,22093.0,1.565234871965797e-05,0.04998416356564882,18.611610331447928
1179,42837,22095.0,1.9217263439373708e-05,0.002259300122748484,67.40583541556012
1180,82124,22097.0,1.1423731071825612e-05,0.00034859131173056723,2.3442623708184804
1181,53431,22099.0,1.6909876419078187e-05,0.0006052223156407383,9.36666041788094
1182,49348,22101.0,1.2761780099781619e-05,0.0007136933324752709,0.520088276866016
1183,260419,22103.0,1.3966190090891935e-06,0.02773127121271242,188.1579963471507
1184,134758,22105.0,2.85779988357368e-06,0.024471449455525273,12.94319230854341
1186,110461,22109.0,2.8139034517183155e-06,0.0303051418672386,25.801538888059138
1187,22108,22111.0,1.600691120747171e-05,0.04564805959053664,1.8594738018657804
1188,59511,22113.0,5.503612778225265e-06,0.0191297399606571,0.5975324098681278
1189,47429,22115.0,5.899963689538043e-06,0.023870667712054698,0.04554836986560099
1190,46194,22117.0,6.644882004384583e-06,0.04196511661453922,6.821647214953984
1191,38340,22119.0,7.4014453017343e-06,0.03663172291896027,1.2868702139523662
1192,26465,22121.0,1.1984491761073105e-05,0.04986280591645925,15.58510671938949
1194,15568,22125.0,1.98429377301718e-05,0.008153730939062291,0.02636605792956158
1195,13904,22127.0,1.9624399710638307e-05,0.04758978374296219,0.9059531728051288
1197,108277,23001.0,2.4686445944926515e-06,0.002792664460044836,0.029861916212766265
1199,295003,23005.0,5.216817041948081e-06,6.362616992408587e-05,1.242020844650588
1200,30199,23007.0,1.3346965755336071e-08,0.017418172985413264,0.00010773302908866571
1201,54987,23009.0,3.241985153325553e-08,0.02436455992016691,0.00015875917558863924
1202,122302,23011.0,2.1739271082964557e-06,0.03235189139709375,0.21151293246459632
1203,39772,23013.0,5.508685071268562e-07,0.00058849577619359,1.908489887770696e-07
1204,34634,23015.0,4.3340965082250797e-07,0.00046286358969002683,1.3625708134268492e-07
1205,57975,23017.0,4.696712678902692e-06,3.6982555044209886e-05,4.036631334668618e-06
1206,152148,23019.0,9.161211698169129e-08,0.009795247767947844,5.511939879755231e-05
1208,35856,23023.0,3.801718430347866e-06,0.04193120702469766,0.10895298596763503
1209,50484,23025.0,2.2416529570632297e-06,0.0007728927470066344,1.021666547184427e-06
1210,39715,23027.0,9.042894317770182e-06,0.04029430730598789,0.379943131854323
1212,207641,23031.0,1.3866181029376344e-06,0.033155761302079687,1.0072213974237025
1215,579234,24003.0,6.289897021774893e-07,0.008685680374731622,92.15680694326885
1216,827370,24005.0,3.928832070356938e-07,0.032503391163455415,78.71897741985737
1217,92525,24009.0,3.1116557707367726e-06,0.018856883929148034,0.36973931316682174
1218,33406,24011.0,4.0895399749641775e-08,0.0001356111868677512,7.87466126757256e-09
1219,168447,24013.0,1.2618774264981356e-05,0.0001836022403673837,31.78422408421721
1220,102855,24015.0,2.6354900466224533e-06,0.04485468421713973,0.29475976343083043
1221,163257,24017.0,1.914432552397911e-06,0.020583160032068143,3.7833078576601062
1222,31929,24019.0,1.1811558454245556e-05,0.04470525770185656,0.1764060953827468
1223,259547,24021.0,2.634200938004417e-06,0.0002811924844640934,9.275748351345504
1224,29014,24023.0,1.5896614456281732e-06,0.00015231038510074568,1.9349184260358154e-08
1225,255441,24025.0,5.559937088365677e-07,0.019233742926963376,0.049180934355644544
1226,325690,24027.0,9.75158768517532e-07,0.018882428028437037,4.785482061881228
1227,19422,24029.0,1.577942532988436e-05,0.017854071743398835,0.04016866087316951
1228,1050688,24031.0,2.683413575633553e-07,0.025704978658347085,249.66622796450469
1229,909327,24033.0,1.1159117834678356e-05,1.475508142267934e-05,1007.1981462246829
1230,50381,24035.0,1.155628750609743e-05,0.000339703223611168,0.05353022728276609
1231,113510,24037.0,9.228405020732698e-06,3.74982924541134e-05,0.35367845358470756
1232,25616,24039.0,9.217027107803798e-07,0.0004252786131750258,1.1105200898680569e-07
1233,37181,24041.0,5.237797216267828e-06,0.04922870040323549,0.12128684590249031
