,POPESTIMATE2019,FIPS,beta,f,cost
1517,12133,29017.0,1.1082105427008435e-05,0.0002874015281667808,3.2293816786650647e-07
1518,180463,29019.0,1.2362010940424186e-06,0.03582409241810916,0.5953209200620156
1519,87364,29021.0,3.1306719187229675e-06,0.04634036814970613,0.1498156823837541
1520,42478,29023.0,8.479294739435403e-06,4.8153601318740025e-05,2.656396068329702e-07
1521,9020,29025.0,9.826014941707623e-06,0.00019439731768118584,3.026130087219832e-08
1522,44743,29027.0,5.257770542723527e-06,0.04726568890499605,0.16462663430102217
1523,46305,29029.0,5.587363844890613e-06,0.03611151225453249,0.4525130129832726
1524,78871,29031.0,3.2474264306330716e-06,0.04319871264252133,0.15753053773589767
1526,5982,29035.0,1.9492002742921357e-05,0.04992246294539847,0.5397684854765461
1527,105780,29037.0,2.419543351267037e-06,0.049421069077250725,0.2900536219370624
1528,14349,29039.0,1.1322881154193506e-05,2.817056381916594e-05,2.93443163874026e-09
1529,7426,29041.0,1.9451556098439948e-05,0.00011282791234645817,5.369705162891053e-08
1530,88595,29043.0,2.7767083031435087e-06,6.434957864391577e-05,1.6483975309243811e-06
1532,249948,29047.0,1.0986827307923028e-06,0.02584666493671453,0.19321386152915274
1533,20387,29049.0,1.846494096033838e-07,0.00023699776040582432,2.3383215901337895e-08
1534,76745,29051.0,3.1677734031034674e-06,0.01737241930606479,0.19927960489526447
1535,17709,29053.0,8.145704548932946e-06,2.2395080443576854e-05,2.8490396931287635e-09
1536,23920,29055.0,1.1621737421515076e-05,2.442967383217698e-05,2.5662353647154607e-08
1540,12547,29063.0,1.0563958689465785e-05,3.3040198943457e-05,1.6968529879238106e-09
1543,29131,29069.0,9.80229697549003e-06,0.016895346286078323,0.07502642195072301
1544,103967,29071.0,3.3574498657309252e-06,0.038101035699147336,1.9708810734681783
1545,14706,29073.0,1.0333633931418104e-05,0.00021796309831557947,1.0126933219375404e-07
1547,293086,29077.0,9.68600523033981e-07,0.026224587057601043,14.438852762090608
1549,8352,29081.0,7.995991118027646e-06,0.00016846076971360757,1.8516322051649305e-08
1550,21824,29083.0,8.25198619364314e-06,0.04989755673535569,0.19295420887175577
1556,703011,29095.0,4.468652215671172e-07,0.030666822857406552,7.295435277257858
1557,121328,29097.0,8.736079005914575e-07,0.0003117739333643177,3.4335571409328013e-07
1558,225081,29099.0,1.4996724985446009e-06,0.035107126354363485,1.8943530219769773
1559,54062,29101.0,2.4786815324131386e-06,0.0006894171801135468,3.5796778078035233e-06
1562,32708,29107.0,7.472471203743803e-06,0.04997161426175101,0.36522563685271936
1565,59013,29113.0,5.472111944091662e-06,0.02595658616899539,0.20350225649897197
1567,15227,29117.0,6.4313778685288574e-06,2.6210444613899986e-05,8.00751195840514e-10
1568,22837,29119.0,5.255932709054945e-06,0.00024185935734035574,1.8795906593517762e-07
1569,15117,29121.0,5.20875679531053e-06,2.3724593118348847e-05,4.832723696846304e-10
1571,8697,29125.0,5.979740607662709e-06,0.00023429113731421314,3.170759064219145e-08
1576,16132,29135.0,1.5336717977045293e-06,0.00029919497688762897,5.1652844963481385e-08
1578,11551,29139.0,9.369541600129341e-06,6.295614207985079e-05,9.799790260335797e-09
1579,20627,29141.0,9.265999126898044e-07,6.389870601614112e-05,1.5166841124002286e-09
1581,58236,29145.0,2.5255019517832867e-06,0.0003866170579141931,9.102427169496114e-07
1584,13615,29151.0,7.263404646489945e-06,6.232656949518856e-05,4.599754000235841e-09
1586,15805,29155.0,1.1558484125340613e-05,2.606631183492414e-05,1.2610700843952745e-08
1587,19136,29157.0,7.213366321800415e-06,6.707519886660351e-05,2.902453984372825e-08
1588,42339,29159.0,7.590356475753667e-07,0.00019184571224435676,1.9537525684677245e-08
1590,18302,29163.0,6.3720393767146026e-06,4.889197210561358e-06,3.81686580829793e-11
1591,104418,29165.0,2.3861620079739007e-06,4.191207021611576e-05,1.7676507232716704e-07
1593,52607,29169.0,4.5568514036976235e-06,0.030689161489441688,0.2675363845117922
1595,10309,29173.0,2.501985020944956e-06,0.00017006027340413926,1.5490758879700763e-08
1596,24748,29175.0,1.223158529361823e-08,0.011321176439959599,4.725187871096855e-05
1597,23018,29177.0,3.025080477081561e-07,0.0002208624976503537,1.8128459318911858e-08
1598,6270,29179.0,9.388577578309242e-06,6.25351069407365e-05,2.492460602082293e-09
1599,13288,29181.0,9.447861030742932e-06,6.479458946467842e-05,1.0337901864989802e-08
1600,402022,29183.0,9.571412607701688e-07,0.020914085734590034,33.64092146043846
1602,17894,29186.0,1.955699914252163e-05,0.04771345630667864,0.3530151086225091
1603,67215,29187.0,4.0005345058887775e-06,0.02782204634302818,0.13825331371634447
1604,994205,29189.0,3.051409708385364e-07,0.03450339476764915,134.5758650253682
1608,38280,29201.0,7.063726235141716e-06,0.00789989756086771,0.03269292439766282
1610,5930,29205.0,1.2838964261757753e-05,7.563993323103646e-05,7.330297145641283e-09
1611,29025,29207.0,7.739809582919056e-06,1.7161609586896498e-06,1.1132587195955724e-10
1612,31952,29209.0,2.3316636347515648e-08,0.000381535865055719,4.31560060640179e-08
1614,55928,29213.0,4.520203173472872e-06,0.03368122113773833,0.11068661420707812
1617,35649,29219.0,8.805113085275002e-06,4.9385862305545425e-05,5.291846478057397e-07
1620,39592,29225.0,7.824378561298294e-07,0.00013569768485012512,7.975450733835919e-09
1622,18289,29229.0,9.795388914181154e-06,0.00012363018624761413,1.4317268990711299e-07
1623,300576,29510.0,1.2366897658275236e-06,0.032840140572342996,64.95933774056985
1628,6237,30007.0,6.693518903403646e-06,0.00012198053561235378,1.3853653624812363e-08
1629,10725,30009.0,5.62064411392861e-06,2.6829819763624085e-05,3.905943198532876e-10
1631,81366,30013.0,4.425731004318935e-06,0.0027897733986452233,0.047600148222438174
1636,9140,30023.0,8.33922778828041e-06,2.671523996068681e-05,6.485603122647213e-10
1639,103806,30029.0,2.19527687191638e-06,0.027831948624824885,0.04413221886005453
1640,114434,30031.0,6.595488430220369e-08,0.008360101055104985,4.058918740709749e-05
1645,16484,30041.0,1.1857812086004032e-05,9.039676736724567e-05,1.760163941818952e-07
1646,12221,30043.0,5.2273833415404186e-08,0.0003042929326719651,3.557419067510606e-08
1648,30458,30047.0,3.068788240416147e-06,5.120663888642796e-06,3.905967188081481e-11
1649,69432,30049.0,4.163732150021403e-07,0.0010129482571299836,9.067060784671219e-07
1650,2337,30051.0,2.75637031711288e-06,6.740154415481314e-05,1.3613705548391404e-09
1651,19980,30053.0,1.3535700249024037e-05,0.04970753111430384,0.5690090027569319
1653,8600,30057.0,1.9959065318418e-05,0.04818700190341045,0.3644437934381482
1654,1862,30059.0,1.5146643927223304e-05,6.212192937581074e-05,2.039247990457387e-09
1656,119600,30063.0,1.8649508692435807e-06,0.019268904497756,0.14065486242929826
1657,4633,30065.0,5.985498446911625e-06,0.0002208517958432049,1.8906578514267236e-08
1658,16606,30067.0,4.462736803446606e-06,0.00011546680929898356,1.3969398849964458e-08
1665,43806,30081.0,3.868817008109506e-06,0.00011909807113745507,3.1071722835479036e-07
1667,11004,30085.0,6.130283250669624e-06,9.196471713766169e-05,1.3643298527053646e-08
1671,34915,30093.0,4.797992272665576e-06,4.337974262542954e-05,1.511318224970523e-07
1675,4736,30101.0,1.92254515990327e-05,0.04990690082995938,8.119206913564462
1680,161300,30111.0,9.886406269795122e-07,0.026438934692596828,0.0449403508856346
1682,31363,31001.0,8.061830666689868e-06,0.008115912210143213,0.03347641840792056
1683,6298,31003.0,8.34859968061608e-06,0.0002542059377981659,3.763075470075995e-08
1691,49659,31019.0,4.629217324247651e-06,0.03752503406504672,0.2816732430392865
1694,26248,31025.0,1.9850205290390998e-06,0.0014562500759889574,3.3053473079533632e-06
1701,8846,31039.0,7.739527697118104e-06,7.334545876716558e-05,3.2556723864138746e-09
1705,23595,31047.0,4.809978484591557e-06,0.00047118434137288084,8.571517641170463e-07
1708,36565,31053.0,4.2145192231684215e-06,0.00015354696709540816,1.7094177403540555e-07
1709,571327,31055.0,3.10238700345848e-07,0.03026980892798878,0.8336385511863476
1718,1990,31073.0,8.437203031507785e-06,0.00011728780866851474,5.556623098043808e-09
1721,61353,31079.0,7.35645038016584e-06,0.020834684228999503,3.1191850023188503
1722,9324,31081.0,1.9561282504918237e-05,0.041717521577719255,0.25315348654025216
1731,6495,31099.0,1.0185424499916418e-05,0.00020173749937220375,4.013239848730388e-08
1734,3632,31105.0,5.869682430072671e-06,0.00022472684040628077,1.8080952686733646e-08
1735,8332,31107.0,4.494385089867313e-06,2.460424899260183e-05,5.602376526332076e-10
1736,319090,31109.0,6.911672215429962e-07,0.043566837271042796,0.0935417598535494
1737,34914,31111.0,6.17632491932404e-06,0.03828690513503649,0.2675277476658661
1741,35099,31119.0,8.954673943520952e-06,0.024932411774181606,0.8636830343119416
1745,6972,31127.0,1.2360455412027432e-05,2.3968463617463076e-06,1.4526764549957622e-11
1752,33470,31141.0,6.376552442644962e-06,0.00014249138819932838,3.466398365939352e-07
1758,187196,31153.0,4.7744585412940247e-08,0.003352030166951195,6.085499612193632e-06
1759,21578,31155.0,3.5216188883784206e-06,0.00013087621684376716,2.367193404899047e-08
1760,35618,31157.0,6.855136912548359e-06,4.1013817375104566e-05,4.551116971707983e-08
1770,20729,31177.0,1.2182559297532536e-05,0.03323686322266636,0.050238269629268986
1774,13679,31185.0,1.364607448582619e-05,0.000137655974987827,1.1308044060406422e-07
1777,2266715,32003.0,1.3928335756881668e-07,0.011768346183623712,1904.2252388212837
1778,48905,32005.0,3.725908624812762e-06,0.0001166288889410394,3.0359591298538544e-07
1779,52778,32007.0,4.1224651215219476e-06,0.0405631050741667,0.16171913978444463
1782,16831,32013.0,1.9415225967056142e-05,0.04694746160286595,0.05302998904490679
1785,57510,32019.0,5.179045452934872e-07,0.00011618831006544872,7.69702904240231e-09
1787,46523,32023.0,2.8359580511284128e-06,1.3189300172855578e-07,1.400125473537806e-13
1790,471519,32031.0,5.112991172307561e-07,0.04295057940907647,5.506695630130979
1792,55916,32510.0,3.5727525064529147e-07,0.0007700420185477036,4.473052728168636e-07
1794,61303,33001.0,3.5243814098930915e-08,0.029964411236294404,0.0004229599742415027
1795,48910,33003.0,1.308737307378056e-08,0.0007178586218955924,2.483819018156022e-07
1796,76085,33005.0,1.0988320364338316e-05,7.363773061182244e-05,0.3349152990576062
1798,89886,33009.0,2.795702298491676e-07,0.001449214102544425,2.1792898000340976e-06
1799,417025,33011.0,9.793117998077327e-06,3.792326447846217e-05,21.65208467791265
1800,151391,33013.0,1.6636787054019256e-06,0.04591540310448237,0.3169036315096462
1801,309769,33015.0,7.815467221543497e-07,0.025108977687844907,0.1532240574994888
1802,130633,33017.0,9.494080608937576e-07,6.028400905627729e-05,2.070892127691983e-08
1803,43146,33019.0,5.507714428454171e-06,0.042817576091932895,0.2868064548104515
1805,263670,34001.0,1.291513098208671e-06,0.03647749133673345,6.339952034870907
1806,932202,34003.0,4.197636110730964e-07,0.01360054439586568,22491.827677588775
1807,445349,34005.0,7.020999047651495e-07,0.042927688344648385,56.41433999260605
1808,506471,34007.0,6.113875531999928e-07,0.027318812495608826,71.02890457207121
1809,92039,34009.0,1.1719341395125288e-05,0.00018919750981181982,1.5033117108271004
1810,149527,34011.0,2.0922739691600784e-06,0.02418415140567725,1.6820125771078327
1811,798975,34013.0,9.221554593004077e-06,0.0005826322651357047,27415.903820453015
1812,291636,34015.0,1.234241209303296e-06,0.026209737599545497,11.306264714510831
1813,672391,34017.0,5.803085310124496e-07,0.028809801283184583,5163.511576478511
1814,124371,34019.0,2.7251202927367347e-06,0.025246591863416764,9.386188388545914
1815,367430,34021.0,1.0455829171045166e-06,0.031503890113250936,319.92444051294734
1816,825062,34023.0,4.6770453227895983e-07,0.02723831669332555,6676.850290620737
1817,618795,34025.0,5.364434339076483e-07,0.026481775672316243,4516.205979561311
1818,491845,34027.0,1.150501505542536e-05,0.0003730467870087656,3329.534874644254
1819,607186,34029.0,6.519664521330686e-07,0.033806276313426004,2996.2527808191735
1820,501826,34031.0,7.056349344883928e-07,0.03433426288003265,1479.4793740993323
1821,62385,34033.0,5.236000823711635e-06,0.03157692034554037,2.696803585661317
1822,328934,34035.0,1.2562007284465287e-06,0.035394460850470204,987.3107369568216
1823,140488,34037.0,6.630302318950699e-06,0.0006246981722676237,31.782827717837495
1824,556341,34039.0,6.774167691712309e-07,0.03312364326264801,4445.213235454813
1825,105267,34041.0,1.0085512237901277e-05,0.0004503592342019469,18.694318147034053
1827,679121,35001.0,4.290354507302916e-07,0.03987733598048171,19.173882379549863
1828,3527,35003.0,1.129542747792379e-05,3.539678961177184e-05,5.2329457503534e-10
1829,64615,35005.0,2.0461447516091234e-07,0.0019073202655280133,1.7474539622705515e-06
1830,26675,35006.0,1.042511947455213e-05,0.04796810623449135,0.08169223264094835
1832,48954,35009.0,4.854395600566402e-07,0.0008416813214325441,3.8512324994394466e-07
1834,218195,35013.0,1.6568091857525182e-06,0.002315019842131146,0.0820478749528262
1835,58460,35015.0,4.35924296359854e-06,0.04821195207561938,0.6069474356374724
1836,26998,35017.0,7.70364312253786e-06,4.234056389662566e-07,1.0181447298003939e-12
1840,71070,35025.0,1.8002260154146253e-09,0.009980494092771658,4.185524035056564e-05
1844,71367,35031.0,4.029535954115603e-06,0.046212074393307614,0.5752591031519408
1846,67490,35035.0,4.032673889697996e-06,0.00013427409165542303,3.4805953327666146e-07
1848,38921,35039.0,6.048522038282435e-07,0.00023064778731006486,2.7522978050364368e-08
1849,18500,35041.0,5.528977660949114e-06,1.2717556804875407e-07,2.8507078609787554e-14
1850,146748,35043.0,1.677427592586868e-06,0.0485464603772366,0.6144658725831814
1851,123958,35045.0,7.178552813017176e-06,0.00031610278598379754,1.8394388924899234
1852,27277,35047.0,9.604568133957765e-10,0.011735424193899313,6.108826231516068e-05
1853,150358,35049.0,8.488694171152693e-08,0.045177556971688765,0.0013642011649894995
1855,16637,35053.0,1.256558641990673e-05,0.009393437790824903,0.03632347881060942
1856,32723,35055.0,3.6678724623996457e-06,1.0447175290834165e-06,8.605951900740449e-12
1857,15461,35057.0,2.3827676256302544e-07,7.644911356087525e-05,1.794583009582745e-09
1859,76688,35061.0,2.2300811933953542e-07,0.0016231533754271776,1.1253884247895927e-06
1861,305506,36001.0,9.576807115617346e-07,0.04276764307484637,29.588637456294634
1862,46091,36003.0,2.3506322485071323e-06,0.04967362632443874,0.1720660336447794
1864,190488,36007.0,1.4810287593059768e-06,0.027704550340992923,7.463212791178773
1865,76117,36009.0,1.0041424491282776e-06,0.00016691570131015243,2.7850550796164292e-08
1866,76576,36011.0,3.0211355783912613e-06,0.04967795259049512,0.1628947310631061
1867,126903,36013.0,1.985048360794653e-06,0.04846094948829614,0.24158004504277789
1868,83456,36015.0,1.932965226103878e-05,4.1810261359326306e-05,0.13537638498500534
1869,47207,36017.0,6.472798091846816e-10,0.01394461728608793,8.849556046595804e-05
1870,80485,36019.0,3.4536610213016018e-06,0.020752565068613726,0.40316622937600943
1871,59461,36021.0,5.73999025982403e-06,0.0499715406733007,6.991184784374433
1872,47581,36023.0,5.337910801586617e-07,0.0003879394658921481,9.155962182836346e-08
1873,44135,36025.0,2.403721030085756e-06,0.033888307674522014,0.1333018671959052
1874,294218,36027.0,2.6555079064280573e-06,0.00014174879294928666,106.11838430877351
1875,918702,36029.0,3.8353030767409566e-07,0.03013090426275592,2227.977896743619
1876,36885,36031.0,5.355569010934005e-07,1.5994900230784093e-05,1.629204721553087e-10
1877,50022,36033.0,1.1518151830436631e-07,0.000232686796020648,2.1547184207863986e-08
1878,53383,36035.0,4.148818270794603e-06,5.454818728795052e-05,4.776013037547542e-07
1879,57280,36037.0,4.626731860117122e-06,0.02630218304595126,0.2678207670172313
1880,47188,36039.0,2.0894106857087544e-06,0.0006774590105275979,2.226069586433439e-06
1881,4416,36041.0,6.742432075825006e-06,0.00011886370011478242,1.0832857233009102e-08
1882,61319,36043.0,3.013651219650311e-06,0.04897848190061044,1.1401181074323907
1883,109834,36045.0,1.4600572993290757e-07,0.012904882415300183,9.925434233520843e-05
1885,26296,36049.0,1.7910380529345457e-06,4.4361090388439495e-05,1.1438611233122033e-09
1886,62914,36051.0,3.6695616860605117e-06,0.03813914054057446,0.16251400230540514
1887,70941,36053.0,3.724009103765058e-06,0.046663761681220745,0.9023235592100047
1888,741770,36055.0,4.314746552778235e-07,0.04335020249270434,182.75380751326807
1889,49221,36057.0,3.7370047638747144e-06,0.04873899716929768,0.11335859490600889
1890,1356924,36059.0,5.39112280605511e-07,0.001858308101759111,28355.69371256639
1892,209281,36063.0,1.526132517578564e-06,0.04505105101646546,1.6204835649984934
1893,228671,36065.0,1.4182282028018554e-06,0.023825300592822243,1.0753813959115872
1894,460528,36067.0,7.330770610798154e-07,0.024630272919024226,18.895256030576387
1895,109777,36069.0,2.4492058883187194e-06,0.013838816805492178,0.11970801237473178
1896,384940,36071.0,1.099985808940519e-06,0.01198753736638133,1873.2186173802427
1897,40352,36073.0,1.0104103513334125e-05,0.0014901164646157483,0.02375467505877942
1898,117124,36075.0,1.192189536628005e-06,0.04951344984290787,0.920616636354071
1899,59493,36077.0,5.369012437316106e-06,0.04999967886753036,1.1844540567900206
1900,98320,36079.0,3.7066993402570687e-06,0.0207074068409624,64.94847950102486
1902,158714,36083.0,2.0423277221630076e-06,0.0232157570785225,2.8582651305634603
1904,325789,36087.0,1.0102852053388537e-05,0.0004995043965286272,3987.7978541828857
1905,107740,36089.0,2.1255604980359922e-06,0.04734100656261013,0.09000041324624905
1906,229863,36091.0,7.83990192816226e-07,0.03766470958828582,0.28998517760832826
1907,155299,36093.0,1.7993234672181165e-06,0.040446471928226826,18.801204446287056
1908,30999,36095.0,2.6676688539779134e-06,0.00048528021667247623,5.461477605578476e-07
1909,17807,36097.0,3.000409620095921e-06,3.6450584954564325e-05,9.141685396337984e-10
1910,34016,36099.0,1.0967783174718234e-05,0.03133178811019268,0.07642851285752779
1911,95379,36101.0,3.587510383246928e-06,0.029302450152032696,2.540245291636955
1912,1476601,36103.0,7.875213077031103e-06,0.0002745463159453537,41387.75817480624
1913,75432,36105.0,1.1368361005559705e-05,0.00017411649952429886,6.1100113089953005
1914,48203,36107.0,5.7274770458520206e-06,0.0016200379874780346,0.02536738168055312
1915,102180,36109.0,2.343516801330762e-06,0.017254769800257804,0.20303857923177784
1916,177573,36111.0,1.1638570896409749e-06,0.02942871950243025,2.153319081805996
1917,63944,36113.0,4.346706238873613e-06,0.04368509585424307,0.2761304016277921
1918,61204,36115.0,1.348804953582625e-06,0.045463188691363024,0.10716433559862917
1919,89918,36117.0,5.8385232716550854e-08,0.00023542827452901344,2.6732774899620577e-08
1920,967506,36119.0,5.584896483598598e-07,0.002639918716095993,27639.340029480096
1921,39859,36121.0,6.401267233851231e-06,0.0348437647053464,0.4858689577820684
1924,169509,37001.0,1.109611279819818e-08,0.013774944778565348,7.683412104552864e-05
1925,37497,37003.0,7.73500534503299e-06,4.34942408044231e-05,1.0713863590195361e-07
1926,11137,37005.0,2.0379364772749796e-07,0.00020788982001641865,1.3741747169402437e-08
1927,24446,37007.0,8.716279902076771e-06,0.0001268020517095486,1.2912022960809056e-07
1930,46994,37013.0,7.854216760221039e-06,2.1061250070300574e-05,1.0833828266341323e-06
1931,18947,37015.0,1.4773974011076477e-05,0.03415997731741038,0.34415355145674104
1933,142820,37019.0,1.648389422640363e-06,0.02689636939852326,0.28610871594726794
1934,261191,37021.0,1.1991637430561894e-06,0.023632650780680754,0.893037979848515
1935,90485,37023.0,4.827744788668401e-06,0.01336343408521591,1.7999812555412424
1936,216453,37025.0,1.1354802002867153e-06,0.016873051391709918,0.6929182183644895
1937,82178,37027.0,3.53313139689683e-08,0.0011666353546864114,5.202691604245799e-07
1939,69473,37031.0,3.35247872958558e-06,0.047657700334817116,0.08089642085140494
1940,22604,37033.0,2.2847223740324146e-06,0.00018793670784907068,2.194907935611959e-08
1941,159551,37035.0,1.574836384335439e-06,0.028968521749302124,0.2353611982150845
1942,74470,37037.0,2.3578522145182787e-06,7.878755264742465e-06,2.517287106931607e-08
1943,28612,37039.0,7.9800062841743e-06,0.04997727587466222,0.30505414784560414
1945,11231,37043.0,8.894338453098975e-06,0.00016780447731321035,3.0067473542440226e-08
1946,97947,37045.0,2.999564284885958e-06,0.021136752579232403,0.04036176957013211
1947,55508,37047.0,7.347796070624154e-06,0.02910140183121921,0.2628863063687014
1948,102139,37049.0,2.7156924744231164e-06,0.007909458581824862,0.0544687311242231
1949,335509,37051.0,8.509545300751123e-07,0.03650849838895871,0.2050183995395406
1950,27763,37053.0,5.616618564034915e-07,0.0004467959187221676,7.516445608107697e-08
1952,167609,37057.0,1.7181675645520228e-06,0.02490354064821007,0.4861654835604864
1953,42846,37059.0,7.0739701805434786e-06,0.027290003041507485,1.1171262030207758
1954,58741,37061.0,1.5636657214423803e-07,0.0006986831840452845,2.0401046830379293e-07
1955,321488,37063.0,8.968892828669015e-07,0.017329141496076284,0.10730716687090901
1956,51472,37065.0,5.7236215679795535e-06,0.04830400432316606,0.16064103588449183
1957,382295,37067.0,6.704227565977972e-07,0.01869177756228818,1.3605043228248204
1958,69685,37069.0,4.377679540775286e-06,0.040532672916132675,0.4257975346827896
1959,224529,37071.0,1.1974158942046872e-06,0.03543526812125801,1.1236700791279048
1962,60443,37077.0,5.7397231341859065e-06,0.022399956337963045,0.6747878182289155
1963,21069,37079.0,9.594654498560549e-08,0.012259353803931252,5.229731267262446e-05
1964,537174,37081.0,6.254260054249549e-07,0.029267625472693255,12.709122881645458
1965,50010,37083.0,6.138516749935892e-06,0.0343785207994631,0.03846380977253255
1966,135976,37085.0,1.7912534895183946e-06,0.028484636459691137,0.675916465893501
1968,117417,37089.0,3.3657016668133826e-06,0.022044554720014604,1.5302948333901847
1969,23677,37091.0,1.0994696815473517e-05,0.04966317777691978,0.223466705278908
1970,55234,37093.0,4.259338118385342e-09,0.003595069576483995,5.901394836443936e-06
1972,181806,37097.0,1.2516931507918286e-06,0.04068572846303374,0.10542396875494098
1974,209339,37101.0,1.3072605543196423e-06,0.029860937299872405,2.595808470834852
1976,61779,37105.0,3.45282354683135e-06,0.00016281302083363813,1.9504462379469954e-06
1977,55949,37107.0,2.8339614302114765e-06,2.4886225438600085e-05,5.024767344653537e-09
1978,86111,37109.0,4.454207229370154e-07,1.971253035154552e-05,3.5243841500635176e-10
1979,45756,37111.0,7.623123654805973e-06,3.69696447210105e-05,2.881117894081172e-06
1982,22440,37117.0,6.697868538929454e-06,2.0821839855439395e-05,1.0713586536255623e-09
1983,1110356,37119.0,1.77755259923746e-07,0.03575184286632274,99.5958370228662
1985,27173,37123.0,9.038900332426065e-06,0.04999674742477145,0.2919118486088768
1986,100880,37125.0,6.451320286550628e-07,0.0007414068197581919,8.890463077428387e-07
1987,94298,37127.0,2.888248507136439e-06,0.020561114375976533,0.138407260522677
1988,234473,37129.0,9.888550141922236e-07,0.023630229356057096,0.04866867725768211
1989,19483,37131.0,1.98511660517817e-05,0.009069313901812016,0.057530026733481635
1990,197938,37133.0,1.0657076066690811e-06,0.019487390200729017,0.19520250508326625
1991,148476,37135.0,1.7996884643015975e-06,0.042093883642860805,0.20490183998764716
1992,12726,37137.0,2.255753560821969e-06,0.0007288738294266156,2.3821297160428957e-07
1993,39824,37139.0,3.1950301441635587e-07,0.0004032394093707453,8.605152379981838e-08
1995,13463,37143.0,7.571274913915247e-07,0.0003311819995634735,4.056935471761609e-08
1996,39490,37145.0,4.204373455819318e-06,3.547284900622116e-05,8.656988618804423e-09
1997,180742,37147.0,1.3119091591094044e-06,0.02865642166787921,0.0742590626067449
1998,20724,37149.0,1.0266989841248746e-05,2.512102753471357e-05,1.0602872243069375e-08
1999,143667,37151.0,1.9905478628893457e-06,0.04233100660915752,0.8002721100109157
2000,44829,37153.0,7.341438754377298e-06,0.049015115273551964,0.0974776654759778
2001,130625,37155.0,2.772294367754808e-07,0.005614292749608493,2.313100772869722e-05
2002,91010,37157.0,4.265456647637188e-06,0.047506937625427764,1.3792291508807997
2003,142088,37159.0,2.6987570250260198e-06,0.016365233099132816,2.321682817833723
2004,67029,37161.0,5.600732694885755e-06,0.047941520624713935,0.7050402720077039
2005,63531,37163.0,4.039758530575861e-06,1.3182294276131712e-05,2.629027888350104e-07
2006,34823,37165.0,1.086847611154146e-07,0.0004425554631870693,8.43370720473926e-08
2007,62806,37167.0,4.500000807811938e-06,0.025171564538527657,0.09508830856334595
2009,71783,37171.0,3.4579608001940754e-08,0.043658447299728245,0.0006672995670859736
2011,34385,37175.0,5.475390311520979e-06,5.779455590072813e-05,7.272019568889287e-08
2013,239859,37179.0,1.2689351981423005e-06,0.030357526135163966,0.3219118440620704
2014,44535,37181.0,5.934102704850458e-06,0.024064236909623254,0.039036488051313274
2015,1111761,37183.0,7.692400241859912e-08,0.02818797951662424,1.1191768853343045
2017,11580,37187.0,1.993877062045398e-05,0.037377352561807395,1.2427078445036754
2018,56177,37189.0,1.1188569666498898e-07,0.00014119062028682128,1.0828844283651009e-08
2019,123131,37191.0,2.1409322721841503e-06,0.01635866734245834,0.19407680548563175
2020,68412,37193.0,5.140203681141531e-06,0.04372814597470186,0.5422147650211997
2021,81801,37195.0,3.237138736378393e-06,0.025395571959023276,0.7996769500273692
2022,37667,37197.0,9.154997440283355e-06,0.02557720523569198,0.048838596219697196
2026,10415,38003.0,7.678011709396392e-06,0.00021075769755129342,4.71468358690506e-08
2031,2115,38013.0,9.478465260799747e-06,0.00028178862628464724,2.6128923834389297e-08
2032,95626,38015.0,1.1656963179028124e-08,0.017974740640473844,0.00015335633833481156
2033,181923,38017.0,1.4530289813653163e-06,0.029631443491651144,0.4558608442616577
2036,2264,38023.0,9.356194219907616e-06,9.868323099515575e-07,4.1766508678847687e-13
2037,4424,38025.0,8.423298044898197e-06,2.0237843657275323e-05,2.7754813618023645e-10
2040,3210,38031.0,1.0644800893747258e-05,5.4216044600846613e-05,1.7968722323445548e-09
2042,69451,38035.0,6.782085720676261e-08,0.011562737180046067,4.156262408207297e-05
2043,2274,38037.0,3.4392609576176166e-06,0.00018487159137045572,1.040829984119587e-08
2049,5745,38049.0,1.9767789114601007e-05,0.04983208020117555,0.726213288062653
2050,2497,38051.0,1.0104328732470949e-05,1.1249616228156678e-05,6.394861771184403e-11
2051,15024,38053.0,1.669795523793373e-05,4.798843737441327e-06,3.9753788218655085e-10
2052,9450,38055.0,6.475744113647752e-06,0.00035920012743725915,1.0035125223678369e-07
2054,31364,38059.0,7.736756423086687e-06,0.04108770543785635,0.29983375888021646
2055,10545,38061.0,7.178008987583757e-06,8.921845888473778e-05,7.856949765773135e-09
2057,1959,38065.0,1.218464988492836e-05,7.895711704133945e-06,2.460562286835756e-11
2059,3975,38069.0,1.1728682424862008e-05,3.625606238312484e-05,1.2885519558479315e-09
2060,11519,38071.0,7.651594803238635e-06,6.104950620061667e-05,9.174974000514411e-09
2067,4230,38085.0,3.586805335434046e-06,5.550359999753618e-05,1.2175779531174136e-09
2069,31489,38089.0,9.707646013091447e-06,0.04593798278082803,0.49953259490821217
2074,10641,38099.0,1.3788767536484132e-05,9.259305525310957e-06,6.973370343261977e-10
2075,67641,38101.0,2.782307106832218e-06,0.02379318400344776,0.0425942644314224
2077,37589,38105.0,8.646149260565853e-06,3.4313676868416576e-05,9.904968830137462e-08
2080,102351,39003.0,4.947025853112974e-06,0.02397193134022213,2.880799213082582
2081,53484,39005.0,1.6328382939619573e-08,0.008761865616663091,3.541658251710624e-05
2082,97241,39007.0,2.998994103602778e-06,0.040181395426388766,0.1531675556028751
2083,65327,39009.0,4.482815034869438e-06,0.03665151761665321,0.4811131948944266
2084,45656,39011.0,7.881785487334132e-06,0.030444090474663003,0.14891080310481164
