,FIPS,POPESTIMATE2019,RBIRTH2019,RDEATH2019,PCTPOVALL_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,popdensity,pct_blk,pct_asian,pct_native,pct_white,beta,f
109,26163,1749343,12.995048800000001,10.49433243,21.7,5.2,46440.0,81.9915,4039.35648636364,0.395950169530248,0.0334673393722759,0.0036915693831170203,0.522186197223074,1.6804443811682376e-07,0.262448280908255
110,27053,1265843,12.68579362,6.934076349,10.3,2.5,76067.0,108.2111,3948.41851650485,0.0902870838615556,0.0564027523323241,0.00554257265416301,0.800255060948437,1.9365098099061387e-07,0.250503008779607
111,27123,550321,13.81195113,7.703833631,14.6,2.7,62937.0,89.5327,5663.00213333333,0.115466054739219,0.120441409877115,0.00777294355487269,0.695647463542613,3.4913725697158534e-07,0.09388033601724434
112,29183,402022,10.71176146,7.462518825,5.7,2.5,82048.0,150.7903,851.4554652941181,0.0335311928878828,0.0152810831974464,0.0025394619155488,0.927279933867283,6.066326842328001e-07,0.11813706965086546
113,29189,994205,11.14795036,10.31856457,10.5,3.0,66992.0,123.1199,2601.12166603774,0.23569936928727303,0.042722292220437004,0.00156262043125889,0.689821230562708,2.439601571064137e-07,0.09705987415663662
114,29510,300576,13.03984305,10.19544864,22.8,3.8,43263.0,79.51,5502.491,0.529417195243995,0.0378699439940804,0.0010319264696794,0.40691095062643,8.702466078562109e-07,0.11843192274494667
115,31079,61353,15.54154877,8.529097595,13.0,3.2,53792.0,90.0676,142.248395714286,0.0108805884242613,0.00707774503262975,0.0065287087924898604,0.9374625971694459,4.982264680179377e-06,0.0665861598640795
116,32003,2266715,12.04051789,7.976709557,14.0,4.8,57155.0,97.3017,3668.7187927672294,0.10877915006954901,0.0782126534328026,0.0104799022074575,0.645424637770231,1.0653602765787867e-07,0.09805359433733606
117,32031,471519,11.238704400000001,8.616553742,10.4,3.6,63636.0,108.335,2143.61957205051,0.0202345588710161,0.0426199199726292,0.0504265020645979,0.8008359867235378,4.4577070794926244e-07,0.05393834469596191
118,33011,417025,9.975290235,8.152418972000001,7.4,2.6,78714.0,104.5033,1245.46946342105,0.0165013989510608,0.0222605358583709,0.0021004622489002303,0.931733999222266,5.846113642939658e-07,0.07649496494504834
119,33015,309769,8.617342118,8.151364925,5.3,2.8,93645.0,124.3262,523.07450952381,0.00544734235172679,0.0156258416265623,0.0009831916474303392,0.9593910320511719,6.796947067249889e-07,0.04213404960593265
120,34001,263670,10.30210799,10.58638249,12.8,5.9,60826.0,74.3803,1192.7119623333301,0.11433774500945698,0.0502426533172322,0.00122246771250061,0.7644664389825658,9.637831689307684e-07,0.0934761861191205
121,34003,932202,9.815454864,7.772579138999999,6.8,3.4,100181.0,122.5051,5748.731846428571,0.0424016369592312,0.155932346686034,0.00163243358867395,0.734384217188825,2.874387284046052e-07,0.15242791285827045
122,34005,445349,9.73605035,9.037247751,6.2,3.8,84470.0,103.2931,1459.90161235294,0.13315054050330302,0.0380316429480137,0.00105450667759222,0.755143837863873,5.59889783773055e-07,0.09116386987307792
123,34007,506471,11.69601036,9.36194245,12.9,4.6,67135.0,82.0952,3995.4417729729707,0.16403721860873,0.0418956947736362,0.0017937079235498898,0.6682148791454351,4.76263991456168e-07,0.07861537116644403
124,34013,798975,12.72577611,8.083653356000001,14.9,5.2,62875.0,76.8859,9832.90187333333,0.38467964697078705,0.0541412611120761,0.0103033195054034,0.43864867773864596,3.7434703361658037e-07,0.21797876947344397
125,34015,291636,9.743449922,9.239300982,7.6,4.2,81315.0,99.435,1386.99445384615,0.0822434523748914,0.0222437019989229,0.0007249497865784861,0.8504556747425799,8.877884175531374e-07,0.07459033785223915
126,34017,672391,14.90565504,6.502906297999999,14.3,3.9,73337.0,89.6792,21231.602545454498,0.097111864085357,0.19602955934401398,0.0033988920886407104,0.541048089732865,4.267060570072014e-07,0.12393170404490808
127,34019,124371,7.801651831,8.09862829,4.4,3.3,112335.0,137.3675,366.545856896552,0.0174876071994952,0.0280676640841895,0.00042339379362458997,0.9340536530965501,1.9014786395810096e-06,0.08713107715998668
128,34023,825062,10.788295300000001,7.611277384,8.2,3.6,87666.0,107.2013,4124.58354444444,0.0979253704678075,0.222994690370009,0.0017564823484678,0.6163835606913121,3.509727684064064e-07,0.11515381447388198
129,34025,618795,9.108705721,9.468599657999999,6.7,3.7,99223.0,121.3336,2163.30515789474,0.0488919779501876,0.040590111621329,0.0011560137140221199,0.8742710910633199,4.2954144677267465e-07,0.12046344315092965
